,mining_profitability,date,send_usd,transactions,sent_addresses,hashrate,difficulty,confirmation_time,av_transaction_size,block_size,av_transaction_value,top_100_percent,median_transaction_size,fee_reward,market_cap,median_transaction_value,google_trends,active_addresses,tweets,full_name,coin
0,,2018/11/26,62781729,9331,4390,,312522746510,14.694,,43005,6728,,,,1950741661,,,,,bitcoin sv,bsv
1,,2018/11/27,74079457,5127,4089,,183651739313,11.803,,27484,14449,,,,1605763372,,,,,bitcoin sv,bsv
2,,2018/11/28,117069778,5683,3554,,137604830967,10.511,,28128,20600,,,,1710704771,,,,,bitcoin sv,bsv
3,,2018/11/29,43707208,3599,2785,,218077443129,8.182,,14896,12144,,,,1713143409,,,,,bitcoin sv,bsv
4,,2018/11/30,137624100,3957,2523,,224199874691,9.536,,92447,34780,,,,1664615693,,,,,bitcoin sv,bsv
5,,2018/12/01,66689600,3729,2634,,230294848400,10.511,,13988,17884,,,,1634393097,,,,,bitcoin sv,bsv
6,,2018/12/02,113800552,2555,1851,,210878335269,9.351,,9379,44540,,,,1753903283,,,,,bitcoin sv,bsv
7,,2018/12/03,111959139,2578,2174,,268402819470,10.36,,13686,43429,,,,1650811547,,,,,bitcoin sv,bsv
8,,2018/12/04,112971816,3160,2274,,240806384809,11.163,,14468,35751,,,,1576169659,,,,,bitcoin sv,bsv
9,,2018/12/05,163754439,3497,2802,,207375318449,9.536,,12456,46827,,,,1568897717,,,,,bitcoin sv,bsv
10,,2018/12/06,425555067,4182,3571,,237437991684,10.07,,18026,101759,,,,1678564340,,,,,bitcoin sv,bsv
11,,2018/12/07,1018381858,4248,3921,,214388770452,10.667,,27420,239732,,,,1850999407,,,,441,bitcoin sv,bsv
12,,2018/12/08,399096519,3224,2344,,189267228927,10.141,,11707,123789,,,,1770456107,,,,544,bitcoin sv,bsv
13,,2018/12/09,395666079,3271,2071,,216125610080,9.231,,10035,120962,,,,1705468900,,,,373,bitcoin sv,bsv
14,,2018/12/10,337955368,4264,2220,,215236005025,9.6,,14075,79258,,,,1715192504,,,,293,bitcoin sv,bsv
15,,2018/12/11,467363114,3672,1793,,214835569528,11.901,,17045,127278,,,,1598504168,,,,394,bitcoin sv,bsv
16,,2018/12/12,162386201,2234,4100,,195910567685,9.6,,11517,72689,,,,1577758956,,,,228,bitcoin sv,bsv
17,,2018/12/13,606613232,179093,4572,,195011338397,9.412,,325242,3387,,,,1501290510,,,,314,bitcoin sv,bsv
18,,2018/12/14,1466038899,130199,4265,,234455869088,11.613,,293873,11260,,,,1351587389,,,,352,bitcoin sv,bsv
19,,2018/12/15,1261164807,4851,4060,,180668336187,11.163,,14725,259980,,,,1219724599,,,,188,bitcoin sv,bsv
20,,2018/12/16,1065310025,85323,3974,,162841007662,10,,174847,12486,,,,1349156410,,,,213,bitcoin sv,bsv
21,,2018/12/17,856328769,1958,1569,,160001453376,9.412,,6518,437349,,,,1392416022,,,,223,bitcoin sv,bsv
22,,2018/12/18,933171439,2560,1717,,168979308118,11.429,,60791,364520,,,,1417467412,,,7734,220,bitcoin sv,bsv
23,,2018/12/19,689487848,2944,2276,,137987978656,8.944,,9723,234201,,,,1555813238,,,5114,136,bitcoin sv,bsv
24,,2018/12/20,512326028,3465,2590,,152515365573,11.52,,19010,147857,,,,1759715639,,,6183,225,bitcoin sv,bsv
25,,2018/12/21,315213047,3548,2990,,188056535912,9.057,,14898,88842,,,,2041761103,,,7550,324,bitcoin sv,bsv
26,,2018/12/22,125353366,2389,1596,,170121504976,10.141,,10296,52471,,,,1873382893,,,4962,185,bitcoin sv,bsv
27,,2018/12/23,210571106,1704,1183,,165075610705,10.286,,5837,123575,,,,1886371295,,,4261,142,bitcoin sv,bsv
28,,2018/12/24,396710574,24723,3555,,172773318163,10.746,,45317,16046,,,,1908062437,,,6899,114,bitcoin sv,bsv
29,,2018/12/25,127502128,292826,1411,,144833099222,9.863,,454186,435.419,,,,1634537160,,,3139,168,bitcoin sv,bsv
30,,2018/12/26,126981230,2115,1718,,145094407626,10.992,,6897,60038,,,,1655347184,,,2839,136,bitcoin sv,bsv
31,,2018/12/27,207745386,2759,2121,,133986055041,10.141,,8410,75297,,,,1598067251,,,3834,158,bitcoin sv,bsv
32,,2018/12/28,155682912,3203,1676,,130845990674,9.114,,14088,48605,,,,1528218696,,,3400,133,bitcoin sv,bsv
33,,2018/12/29,104671908,2252,1254,,173977643356,9.664,,25648,46480,,,,1606204736,,,5862,143,bitcoin sv,bsv
34,,2018/12/30,29125358,2064,1244,,166650464582,11.163,,18793,14111,,,,1554619589,,,3074,104,bitcoin sv,bsv
35,,2018/12/31,51451982,1504,1287,,140032171510,10.588,,5005,34210,,,,1520499186,,,2666,84,bitcoin sv,bsv
36,,2019/01/01,81652918,1889,1498,,134829442611,9.6,,6186,43225,,,,1582289874,,,3813,129,bitcoin sv,bsv
37,,2019/01/02,82934299,2583,1757,,143506244650,9.536,,7924,32108,,,,1618434472,,,4235,103,bitcoin sv,bsv
38,,2019/01/03,117639920,463322,1874,,161240972609,9.6,,699830,254.211,,,,1591940731,,,3970,374,bitcoin sv,bsv
39,,2019/01/04,99830197,2194,1536,,158438002622,10.07,,7093,45501,,,,1539473955,,,3744,197,bitcoin sv,bsv
40,,2019/01/05,78889554,1979,1394,,154167813873,9.796,,5406,39863,,,,1547684721,,,3289,213,bitcoin sv,bsv
41,,2019/01/06,50147022,194665,62807,,158941955629,10.511,,277640,257.607,,,,1561828016,,,329426,177,bitcoin sv,bsv
42,,2019/01/07,89584396,2444,1634,,143279104663,10.286,,6581,36655,,,,1557549000,,,3366,131,bitcoin sv,bsv
43,,2019/01/08,112014731,5232,1812,,147311414484,9.6,,15898,21410,,,,1530070104,,,5813,129,bitcoin sv,bsv
44,,2019/01/09,85569478,2658,1907,,145233611600,10.36,,9562,32193,,,,1528302883,,,5290,179,bitcoin sv,bsv
45,,2019/01/10,165045685,2306,1690,,138310317972,10.588,,7739,71572,,,,1410832084,,,4303,288,bitcoin sv,bsv
46,,2019/01/11,133060058,2452,1558,,140338446204,10.36,,7122,54266,,,,1307138946,,,3355,305,bitcoin sv,bsv
47,,2019/01/12,112429933,2711,1588,,175039278933,8.421,,5839,41472,,,,1431292924,,,3440,150,bitcoin sv,bsv
48,,2019/01/13,85060008,2011,1705,,182517153360,11.52,,8028,42297,,,,1433530863,,,4306,124,bitcoin sv,bsv
49,,2019/01/14,72695601,1934,1405,,149126626226,9.931,,6001,37588,,,,1373925481,,,3781,117,bitcoin sv,bsv
50,,2019/01/15,101748231,1771,1409,,163440479517,9.73,,5637,57452,,,,1372925682,,,3962,131,bitcoin sv,bsv
51,,2019/01/16,90013246,2340,1714,,156804425656,10.667,,6557,38467,,,,1356822918,,,3449,175,bitcoin sv,bsv
52,,2019/01/17,62454888,3457,1601,,143668478779,9.474,,22550,18066,,,,1348787361,,,51713,173,bitcoin sv,bsv
53,,2019/01/18,70885029,7822,1428,,155219570177,10.909,,17115,9062,,,,1334120187,,,2875,155,bitcoin sv,bsv
54,,2019/01/19,51990588,3101,1070,,135711369584,9.6,,7052,16766,,,,1342340449,,,2337,125,bitcoin sv,bsv
55,,2019/01/20,85534852,4396,1181,,149103174083,10.667,,14323,19457,,,,1328661666,,,3411,89,bitcoin sv,bsv
56,,2019/01/21,109092579,5212,2038,,169933741310,9.114,,12580,20931,,,,1314768248,,,4645,216,bitcoin sv,bsv
57,,2019/01/22,97030653,4725,1800,,163715645593,10.435,,13548,20536,,,,1316460185,,,5585,144,bitcoin sv,bsv
58,,2019/01/23,46961747,6042,1614,,158507708052,10.588,,22659,7773,,,,1326616332,,,4755,146,bitcoin sv,bsv
59,,2019/01/24,47326794,6770,2336,,141992193648,9.474,,30230,6991,,,,1306666953,,,10142,185,bitcoin sv,bsv
60,,2019/01/25,86970996,4744,2059,,144566929210,10.141,,20437,18333,,,,1309811729,,,8544,132,bitcoin sv,bsv
61,,2019/01/26,71750763,7182,1719,,151251770098,11.52,,30624,10676,,,,1305808358,,,5118,178,bitcoin sv,bsv
62,,2019/01/27,125387045,8101,1844,,139475700948,9.057,,24016,15478,,,,1274685303,,,4750,156,bitcoin sv,bsv
63,,2019/01/28,182652953,4141,2210,,160085699840,10.141,,81396,44108,,,,1158160401,,,8148,148,bitcoin sv,bsv
64,,2019/01/29,121545212,3432,1950,,149366817491,10,,36321,35415,,,,1124063829,,,5210,160,bitcoin sv,bsv
65,,2019/01/30,100356421,3870,2347,,150017372812,9.863,,46872,25932,,,,1147872698,,,6019,157,bitcoin sv,bsv
66,,2019/01/31,103504083,8981,2079,,156529538136,9.351,,40135,11525,,,,1139451581,,,5669,221,bitcoin sv,bsv
67,,2019/02/01,39421423,2950,1662,,165534474303,10.992,,22462,13363,,,,1125371112,,,4615,85,bitcoin sv,bsv
68,,2019/02/02,39360498,3021,1372,,152332226675,9.474,,31451,13029,,,,1135060149,,,3965,96,bitcoin sv,bsv
69,,2019/02/03,78971032,4215,1717,,165663108912,10.667,,17952,18736,,,,1126483014,,,4110,70,bitcoin sv,bsv
70,,2019/02/04,74104568,7607,3157,,140624928330,10.909,,43085,9742,,,,1111424763,,,8543,223,bitcoin sv,bsv
71,,2019/02/05,76815330,5913,3427,,167026328965,8.571,,21319,12991,,,,1087087952,,,8032,229,bitcoin sv,bsv
72,,2019/02/06,86047038,3689,2303,,169043528659,11.803,,57524,23325,,,,1061560944,,,5896,139,bitcoin sv,bsv
73,,2019/02/07,59589274,3481,2427,,137181221910,10.07,,24433,17118,,,,1106890501,,,5624,156,bitcoin sv,bsv
74,,2019/02/08,138391414,4415,3139,,135182812461,10,,26285,31346,,,,1121755846,,,6094,110,bitcoin sv,bsv
75,,2019/02/09,59558956,5683,3142,,146692428719,9.114,,20397,10480,,,,1166757648,,,6307,63,bitcoin sv,bsv
76,,2019/02/10,74921895,2947,1741,,147444648326,11.077,,22880,25423,,,,1138297474,,,3825,90,bitcoin sv,bsv
77,,2019/02/11,45276396,2339,1697,,140929945308,10.286,,20446,19357,,,,1145418525,,,4055,109,bitcoin sv,bsv
78,,2019/02/12,68664558,3959,2902,,147442536410,9.29,,15625,17344,,,,1141893993,,,5892,169,bitcoin sv,bsv
79,,2019/02/13,84000061,6447,2352,,147746064786,10.435,,27823,13029,,,,1141926788,,,5741,114,bitcoin sv,bsv
80,,2019/02/14,198849021,5009,5816,,160448222595,9.796,,18576,39698,,,,1118128559,,,5782,98,bitcoin sv,bsv
81,,2019/02/15,94502999,5543,5480,,149540408644,11.25,,49343,17049,,,,1098119409,,,50036,92,bitcoin sv,bsv
82,,2019/02/16,97341516,32020,3171,,125615371855,9.73,,84600,3040,,,,1097121075,,,32088,116,bitcoin sv,bsv
83,,2019/02/17,83646679,3220,2655,,144431026172,9.231,,42764,25977,,,,1092866305,,,24847,113,bitcoin sv,bsv
84,,2019/02/18,143853381,5395,3323,,143629532048,9.796,,38825,26664,,,,1157527591,,,22936,116,bitcoin sv,bsv
85,,2019/02/19,181310728,3375,2067,,151518294161,11.429,,39916,53722,,,,1197969051,,,16095,114,bitcoin sv,bsv
86,,2019/02/20,107651639,4601,3392,,128134603941,9.412,,19949,23397,,,,1167376259,,,13897,163,bitcoin sv,bsv
87,,2019/02/21,110580438,4224,3823,,128782926990,12.522,,60394,26179,,,,1156639646,,,13578,131,bitcoin sv,bsv
88,,2019/02/22,90176414,4833,4245,,127558904644,8.834,,26980,18658,,,,1152937743,,,11905,237,bitcoin sv,bsv
89,,2019/02/23,63798724,3924,3025,,122369205014,10.36,,63137,16259,,,,1158921378,,,8432,128,bitcoin sv,bsv
90,,2019/02/24,221061164,4586,3039,,117465092988,10,,23411,48203,,,,1160503183,,,10221,314,bitcoin sv,bsv
91,,2019/02/25,151632288,3387,2871,,114183089315,9.796,,17432,44769,,,,1143961094,,,8133,167,bitcoin sv,bsv
92,,2019/02/26,171053315,5424,3356,,114088717597,9.863,,88753,31536,,,,1273217380,,,10646,435,bitcoin sv,bsv
93,,2019/02/27,137206143,5934,4413,,129941562271,10.141,,784820,23122,,,,1235517124,,,9221,266,bitcoin sv,bsv
94,,2019/02/28,94238479,4966,3393,,118723886026,10.435,,219694,18977,,,,1185230612,,,9232,204,bitcoin sv,bsv
95,,2019/03/01,59358075,4898,3071,,119709689923,9.536,,87251,12119,,,,1183304010,,,7913,194,bitcoin sv,bsv
96,,2019/03/02,49778759,4345,2888,,140316583568,9.863,,125435,11457,,,,1170550405,,,6479,146,bitcoin sv,bsv
97,,2019/03/03,48807964,4700,3192,,135626818988,10.07,,37648,10385,,,,1157770491,,,7269,158,bitcoin sv,bsv
98,,2019/03/04,52865809,5701,3608,,136342812186,10.435,,101079,9273,,,,1114296329,,,6896,129,bitcoin sv,bsv
99,,2019/03/05,98093769,4604,2733,,128882666578,9.172,,75410,21306,,,,1159323283,,,6285,268,bitcoin sv,bsv
100,,2019/03/06,51060781,3602,2069,,132038588306,10.746,,75196,14176,,,,1170674202,,,4684,137,bitcoin sv,bsv
101,,2019/03/07,105869436,13391,2481,,155906033217,9.796,,138052,7906,,,,1169479002,,,6091,354,bitcoin sv,bsv
102,,2019/03/08,107694572,10771,2219,,143276540609,12.308,,125773,9999,,,,1182705439,,,5282,255,bitcoin sv,bsv
103,,2019/03/09,56326756,4017,2246,,117532344214,8.834,,74801,14022,,,,1170063369,,,4700,124,bitcoin sv,bsv
104,,2019/03/10,54133678,4003,1924,,135927951524,10.213,,73197,13523,,,,1169652840,,,4164,91,bitcoin sv,bsv
105,,2019/03/11,82825175,5124,2673,,125789486180,10.286,,281360,16164,,,,1156475363,,,5508,108,bitcoin sv,bsv
106,,2019/03/12,45529982,5682,2107,,117512984832,10.667,,321575,8013,,,,1145996952,,,5092,131,bitcoin sv,bsv
107,,2019/03/13,41625145,6561,2781,,109724297099,9.29,,280683,6344,,,,1143335395,,,5075,116,bitcoin sv,bsv
108,,2019/03/14,80630641,3627,2090,,115724218191,10,,234360,22231,,,,1154486936,,,4862,220,bitcoin sv,bsv
109,,2019/03/15,54225187,3441,1961,,131274596103,9.73,,106453,15759,,,,1173241079,,,4742,220,bitcoin sv,bsv
110,,2019/03/16,63993167,3901,2000,,120993136548,11.429,,87527,16404,,,,1221098568,,,4329,163,bitcoin sv,bsv
111,,2019/03/17,48317296,3545,1657,,116128560742,9.172,,48491,13630,,,,1192658687,,,3716,139,bitcoin sv,bsv
112,,2019/03/18,108710432,4267,2328,,119134725885,11.339,,260753,25477,,,,1180704795,,,5237,193,bitcoin sv,bsv
113,,2019/03/19,88900075,4135,1978,,129193932155,8.889,,68714,21499,,,,1164786102,,,4542,229,bitcoin sv,bsv
114,,2019/03/20,77480034,4470,2496,,127310543519,12.743,,517349,17333,,,,1168544689,,,4486,311,bitcoin sv,bsv
115,,2019/03/21,58187459,4379,2379,,114169882349,8.944,,329457,13288,,,,1165863756,,,5736,170,bitcoin sv,bsv
116,,2019/03/22,32494028,5727,4013,,111752226354,10.909,,1597292,5674,,,,1164978392,,,7596,228,bitcoin sv,bsv
117,,2019/03/23,48676392,7449,5725,,128692075080,9.114,,2175849,6535,,,,1178677873,,,8103,146,bitcoin sv,bsv
118,,2019/03/24,29243077,7226,4623,,120197126415,10.141,,1867786,4047,,,,1165933495,,,8088,155,bitcoin sv,bsv
119,,2019/03/25,70804857,8038,5623,,130051789565,9.6,,2266020,8809,,,,1140514589,,,8009,155,bitcoin sv,bsv
120,,2019/03/26,80140097,6697,2018,,135584710747,9.73,,258707,11967,,,,1124358711,,,5506,150,bitcoin sv,bsv
121,,2019/03/27,73905172,6386,3606,,141676994804,10.909,,1235631,11573,,,,1142911761,,,6275,152,bitcoin sv,bsv
122,,2019/03/28,72467961,7028,5273,,119981375051,10.435,,2323321,10311,,,,1138817538,,,6516,248,bitcoin sv,bsv
123,,2019/03/29,74289735,8198,6485,,107677988189,10.992,,2992870,9062,,,,1138555119,,,7321,211,bitcoin sv,bsv
124,,2019/03/30,52308659,27219,5981,,105345906246,9.057,,1573175,1922,,,,1150392504,,,12785,198,bitcoin sv,bsv
125,,2019/03/31,31916769,19108,13179,,121586223146,9.231,,4978774,1670,,,,1144291486,,,20821,151,bitcoin sv,bsv
126,,2019/04/01,93361725,4993,2547,,134606788439,9.29,,420925,18699,,,,1154543644,,,5293,175,bitcoin sv,bsv
127,,2019/04/02,164082275,7814,3232,,138456487704,11.25,,965559,20998,,,,1255362421,,,16171,284,bitcoin sv,bsv
128,,2019/04/03,280474882,10711,4970,,128168563425,9.931,,294478,26186,,,,1553603943,,,12726,240,bitcoin sv,bsv
129,,2019/04/04,123892837,9688,3700,,129179108980,9.474,,89261,12788,,,,1522395146,,,10584,192,bitcoin sv,bsv
130,,2019/04/05,51337405,11222,3485,,135627329552,10.667,,459801,4575,,,,1486103441,,,6999,178,bitcoin sv,bsv
131,,2019/04/06,92129258,13712,3203,,120138007917,10.588,,258567,6719,,,,1494384239,,,7954,127,bitcoin sv,bsv
132,,2019/04/07,55562272,19449,5466,,114247901986,10.909,,1226305,2857,,,,1510057619,,,15307,130,bitcoin sv,bsv
133,,2019/04/08,137563602,51307,7557,,107054078647,9.172,,509132,2681,,,,1480222793,,,12382,91,bitcoin sv,bsv
134,,2019/04/09,99450083,107060,7085,,116926425792,10.286,,1712904,928.919,,,,1397292042,,,14130,141,bitcoin sv,bsv
135,,2019/04/10,34042693,87649,5789,,115667560022,10.36,,960862,388.398,,,,1411555177,,,10470,171,bitcoin sv,bsv
136,,2019/04/11,107195074,50669,3667,,110286388973,9.412,,280676,2116,,,,1315881055,,,7482,156,bitcoin sv,bsv
137,,2019/04/12,144150895,8140,2999,,113379091863,10.511,,238086,17709,,,,1261222519,,,6317,229,bitcoin sv,bsv
138,,2019/04/13,91591793,9040,3752,,109972306457,10.827,,178175,10132,,,,1248750248,,,9990,266,bitcoin sv,bsv
139,,2019/04/14,57270841,10674,3464,,106526892513,9.29,,114955,5365,,,,1237670502,,,6449,272,bitcoin sv,bsv
140,,2019/04/15,166809831,59003,5947,,109218870541,9.863,,238379,2827,,,,1194225104,,,13262,702,bitcoin sv,bsv
141,,2019/04/16,287800747,330543,5778,,111556548927,10.827,,842202,870.691,,,,990798033,,,31180,660,bitcoin sv,bsv
142,,2019/04/17,141648850,17377,4733,,110712389645,9.664,,508008,8152,,,,987751975,,,11859,513,bitcoin sv,bsv
143,,2019/04/18,170136167,1121172,4542,,106980965676,10.588,,3278676,160.422,,,,1029511651,,,10490,293,bitcoin sv,bsv
144,,2019/04/19,113675504,117974,3725,,103599554478,9.6,,700343,963.564,,,,1052067331,,,13564,238,bitcoin sv,bsv
145,,2019/04/20,111312513,8918,3166,,100238428445,10.511,,235653,12482,,,,1046557939,,,10292,316,bitcoin sv,bsv
146,,2019/04/21,164781590,17078,2496,,103334654396,9.796,,255457,9649,,,,1013838414,,,14628,171,bitcoin sv,bsv
147,,2019/04/22,234606942,23235,3679,,99552908225,10.827,,481811,10097,,,,1014564241,,,7816,393,bitcoin sv,bsv
148,,2019/04/23,229861796,12048,3991,,105478680042,8.889,,198870,19079,,,,1020371093,,,9300,184,bitcoin sv,bsv
149,,2019/04/24,219964911,23059,3924,,106872275820,13.714,,218384,9539,,,,949655062,,,15688,199,bitcoin sv,bsv
150,,2019/04/25,131810753,14102,3431,,77445542609,9.536,,117866,9347,,,,943386036,,,7382,237,bitcoin sv,bsv
151,,2019/04/26,123249016,9205,2658,,75795804758,10.511,,70423,13389,,,,946139687,,,5678,270,bitcoin sv,bsv
152,,2019/04/27,73046825,10676,2410,,81240121591,9.114,,81250,6842,,,,957564097,,,7044,240,bitcoin sv,bsv
153,,2019/04/28,110814290,9336,2147,,82530148021,10.746,,116775,11870,,,,970096125,,,4554,174,bitcoin sv,bsv
154,,2019/04/29,99137589,11729,3162,,85577784473,10,,142782,8452,,,,946637300,,,11929,205,bitcoin sv,bsv
155,,2019/04/30,84905612,10235,2803,,84298982919,9.057,,100230,8296,,,,939773356,,,14108,175,bitcoin sv,bsv
156,,2019/05/01,75176862,10028,2861,,94607646085,9.796,,78294,7497,,,,953928153,,,6679,212,bitcoin sv,bsv
157,,2019/05/02,82457731,10848,2961,,94572133497,11.25,,156339,7601,,,,942532106,,,6440,127,bitcoin sv,bsv
158,,2019/05/03,82887043,10879,2648,,97214157485,9.29,,90237,7619,,,,959978526,,,6898,184,bitcoin sv,bsv
159,,2019/05/04,107281897,12555,2589,,93037106292,10.286,,1708863,8545,,,,950381799,,,7030,258,bitcoin sv,bsv
160,,2019/05/05,92067069,12060,2685,,93602959855,10,,961755,7634,,,,958085332,,,7802,119,bitcoin sv,bsv
161,,2019/05/06,86672294,19575,3049,,93005403671,10.213,,1139740,4428,,,,935198050,,,6387,146,bitcoin sv,bsv
162,,2019/05/07,83670601,14516,1952,,89156761354,10.588,,118222,5764,,,,944888385,,,5516,136,bitcoin sv,bsv
163,,2019/05/08,44535385,10084,1977,,93776184071,9,,60127,4416,,,,957222350,,,4435,281,bitcoin sv,bsv
164,,2019/05/09,61379859,10985,2401,,93859491168,10.909,,93883,5588,,,,1017639140,,,5026,261,bitcoin sv,bsv
165,,2019/05/10,50220390,17327,2885,,194254296599,7.784,,119420,2898,,,,1020833653,,,6910,189,bitcoin sv,bsv
166,,2019/05/11,55084420,14028,2541,,190108130318,10.909,,79300,3927,,,,1047573146,,,5688,161,bitcoin sv,bsv
167,,2019/05/12,36524791,32950,2922,,145951984052,12.743,,134900,1108,,,,1069387082,,,7311,125,bitcoin sv,bsv
168,,2019/05/13,27631290,23481,2658,,106967466601,9.474,,340083,1177,,,,1047556987,,,7215,129,bitcoin sv,bsv
169,,2019/05/14,35170825,20781,3033,,117565902804,12.203,,95595,1692,,,,1069959808,,,7127,123,bitcoin sv,bsv
170,,2019/05/15,95156020,18570,3463,,92393624871,11.163,,79580,5124,,,,1156608611,,,6503,207,bitcoin sv,bsv
171,,2019/05/16,244600029,19401,3794,,77487600441,9.6,,87443,12608,,,,1209927614,,,8289,235,bitcoin sv,bsv
172,,2019/05/17,116695542,19501,2962,,76502271001,11.25,,121326,5984,,,,1047372540,,,10235,180,bitcoin sv,bsv
173,,2019/05/18,73740156,19695,2799,,72372036606,9.6,,95253,3744,,,,1069516166,,,5400,142,bitcoin sv,bsv
174,,2019/05/19,99906402,21171,3033,,70193625889,10.141,,168063,4719,,,,1133003025,,,5878,140,bitcoin sv,bsv
175,,2019/05/20,70481468,22405,2829,,76786218437,8.944,,91609,3146,,,,1109717852,,,5104,222,bitcoin sv,bsv
176,,2019/05/21,222723355,28092,6659,,79197843250,10.36,,629856,7928,,,,1435952730,,,12142,450,bitcoin sv,bsv
177,,2019/05/22,296508704,28752,6472,,102582766405,9.351,,117634,10313,,,,1861365672,,,12169,410,bitcoin sv,bsv
178,,2019/05/23,134330945,29714,4972,,99223762157,10.746,,546284,4521,,,,1787049302,,,12649,376,bitcoin sv,bsv
179,,2019/05/24,154617109,32000,5184,,94961741348,9.6,,186082,4832,,,,1761522494,,,11162,186,bitcoin sv,bsv
180,,2019/05/25,123673537,39952,4679,,97048790099,10.511,,154990,3096,,,,1687621745,,,9952,153,bitcoin sv,bsv
181,,2019/05/26,160777918,41613,5195,,92000794833,9.057,,198042,3864,,,,1730148737,,,11658,229,bitcoin sv,bsv
182,,2019/05/27,199357656,36922,5875,,95989447476,10.909,,173493,5399,,,,2018782438,,,11932,256,bitcoin sv,bsv
183,,2019/05/28,260055335,40610,5650,,91029730152,10.746,,472408,6404,,,,2136204895,,,13654,217,bitcoin sv,bsv
184,,2019/05/29,423657154,38655,8632,,153262124858,7.461,,315995,10960,,,,2655368421,,,14733,454,bitcoin sv,bsv
185,,2019/05/30,1032584837,39793,11163,,175549733048,10.36,,152925,25949,,,,3727948699,,,21198,671,bitcoin sv,bsv
186,,2019/05/31,483474649,41339,12451,,155578838276,12.101,,204159,11695,,,,3318879332,,,17773,441,bitcoin sv,bsv
187,,2019/06/01,385025416,45836,14831,,178908556362,9.796,,245134,8400,,,,3384512592,,,28081,148,bitcoin sv,bsv
188,,2019/06/02,222236091,43351,10498,,163148503893,9.351,,270245,5126,,,,3359601033,,,19472,141,bitcoin sv,bsv
189,,2019/06/03,414601178,42745,11082,,184256607648,9.114,,119617,9699,,,,3896277425,,,21612,281,bitcoin sv,bsv
190,,2019/06/04,369372786,44862,11767,,208941164010,9.057,,560397,8234,,,,3952309500,,,24536,322,bitcoin sv,bsv
191,,2019/06/05,633850040,43134,9006,,210197969464,10.827,,342461,14695,,,,3939455896,,,17484,325,bitcoin sv,bsv
192,,2019/06/06,608285998,43572,6669,,197538447376,10.827,,141933,13960,,,,3516574015,,,12126,217,bitcoin sv,bsv
193,,2019/06/07,232609737,46001,6599,,210312081789,9.172,,117853,5057,,,,3542682728,,,13591,140,bitcoin sv,bsv
194,,2019/06/08,313508249,48993,6139,,195653634747,9.412,,159845,6399,,,,3474002461,,,10549,102,bitcoin sv,bsv
195,,2019/06/09,261944785,50426,6767,,199105541367,10.213,,372900,5195,,,,3387658321,,,12320,101,bitcoin sv,bsv
196,,2019/06/10,253129699,50860,5954,,201952058650,10.746,,146697,4977,,,,3311399308,,,10390,234,bitcoin sv,bsv
197,,2019/06/11,312807518,48027,5766,,175162675180,10.667,,145856,6570,,,,3321770037,,,9659,220,bitcoin sv,bsv
198,,2019/06/12,238798810,50413,5073,,180692801091,10.588,,208028,4737,,,,3355734607,,,8467,124,bitcoin sv,bsv
