,difficulty,block_size,av_transaction_value,confirmation_time,median_transaction_size,hashrate,top_100_percent,mining_profitability,google_trends,fee_reward,transactions,av_transaction_size,send_usd,median_transaction_value,active_addresses,sent_addresses,date,tweets,market_cap,full_name,coin
248,,,,,,,,,,,,,,,,,2015/03/16,null,null,stealthcoin,stealthcoin
249,,,,,,,,,,,,,,,,,2015/03/17,null,null,stealthcoin,stealthcoin
250,,,,,,,,,,,,,,,,,2015/03/18,null,145172,stealthcoin,stealthcoin
251,,,,,,,,,,,,,,,,,2015/03/19,null,129954,stealthcoin,stealthcoin
252,,,,,,,,,,,,,,,,,2015/03/20,3,134558,stealthcoin,stealthcoin
253,,,,,,,,,,,,,,,,,2015/03/21,null,128131,stealthcoin,stealthcoin
254,,,,,,,,,,,,,,,,,2015/03/22,null,136881,stealthcoin,stealthcoin
255,,,,,,,,,,,,,,,,,2015/03/23,1,137322,stealthcoin,stealthcoin
256,,,,,,,,,,,,,,,,,2015/03/24,null,null,stealthcoin,stealthcoin
257,,,,,,,,,,,,,,,,,2015/03/25,null,114446,stealthcoin,stealthcoin
258,,,,,,,,,,,,,,,,,2015/03/26,null,116227,stealthcoin,stealthcoin
259,,,,,,,,,,,,,,,,,2015/03/27,null,118541,stealthcoin,stealthcoin
260,,,,,,,,,,,,,,,,,2015/03/28,1,120084,stealthcoin,stealthcoin
261,,,,,,,,,,,,,,,,,2015/03/29,null,110533,stealthcoin,stealthcoin
262,,,,,,,,,,,,,,,,,2015/03/30,null,96962,stealthcoin,stealthcoin
263,,,,,,,,,,,,,,,,,2015/03/31,null,94779,stealthcoin,stealthcoin
264,,,,,,,,,,,,,,,,,2015/04/01,1,97995,stealthcoin,stealthcoin
265,,,,,,,,,,,,,,,,,2015/04/02,null,107899,stealthcoin,stealthcoin
266,,,,,,,,,,,,,,,,,2015/04/03,null,119795,stealthcoin,stealthcoin
267,,,,,,,,,,,,,,,,,2015/04/04,null,113608,stealthcoin,stealthcoin
268,,,,,,,,,,,,,,,,,2015/04/05,2,109129,stealthcoin,stealthcoin
269,,,,,,,,,,,,,,,,,2015/04/06,null,121598,stealthcoin,stealthcoin
270,,,,,,,,,,,,,,,,,2015/04/07,null,104702,stealthcoin,stealthcoin
271,,,,,,,,,,,,,,,,,2015/04/08,4,98952,stealthcoin,stealthcoin
272,,,,,,,,,,,,,,,,,2015/04/09,1,96333,stealthcoin,stealthcoin
273,,,,,,,,,,,,,,,,,2015/04/10,null,89352,stealthcoin,stealthcoin
274,,,,,,,,,,,,,,,,,2015/04/11,3,88422,stealthcoin,stealthcoin
275,,,,,,,,,,,,,,,,,2015/04/12,null,91384,stealthcoin,stealthcoin
276,,,,,,,,,,,,,,,,,2015/04/13,null,83477,stealthcoin,stealthcoin
277,,,,,,,,,,,,,,,,,2015/04/14,null,78687,stealthcoin,stealthcoin
278,,,,,,,,,,,,,,,,,2015/04/15,null,79623,stealthcoin,stealthcoin
279,,,,,,,,,,,,,,,,,2015/04/16,null,97149,stealthcoin,stealthcoin
280,,,,,,,,,,,,,,,,,2015/04/17,4,80317,stealthcoin,stealthcoin
281,,,,,,,,,,,,,,,,,2015/04/18,1,72482,stealthcoin,stealthcoin
282,,,,,,,,,,,,,,,,,2015/04/19,159,75010,stealthcoin,stealthcoin
283,,,,,,,,,,,,,,,,,2015/04/20,1,74726,stealthcoin,stealthcoin
284,,,,,,,,,,,,,,,,,2015/04/21,null,74638,stealthcoin,stealthcoin
285,,,,,,,,,,,,,,,,,2015/04/22,null,74210,stealthcoin,stealthcoin
286,,,,,,,,,,,,,,,,,2015/04/23,null,75609,stealthcoin,stealthcoin
287,,,,,,,,,,,,,,,,,2015/04/24,null,69879,stealthcoin,stealthcoin
288,,,,,,,,,,,,,,,,,2015/04/25,null,63899,stealthcoin,stealthcoin
289,,,,,,,,,,,,,,,,,2015/04/26,1,67262,stealthcoin,stealthcoin
290,,,,,,,,,,,,,,,,,2015/04/27,2,,stealthcoin,stealthcoin
291,,,,,,,,,,,,,,,,,2015/04/28,null,,stealthcoin,stealthcoin
292,,,,,,,,,,,,,,,,,2015/04/29,2,,stealthcoin,stealthcoin
293,,,,,,,,,,,,,,,,,2015/04/30,null,,stealthcoin,stealthcoin
294,,,,,,,,,,,,,,,,,2015/05/01,null,,stealthcoin,stealthcoin
295,,,,,,,,,,,,,,,,,2015/05/02,null,,stealthcoin,stealthcoin
296,,,,,,,,,,,,,,,,,2015/05/03,null,,stealthcoin,stealthcoin
297,,,,,,,,,,,,,,,,,2015/05/04,null,,stealthcoin,stealthcoin
298,,,,,,,,,,,,,,,,,2015/05/05,null,,stealthcoin,stealthcoin
299,,,,,,,,,,,,,,,,,2015/05/06,null,,stealthcoin,stealthcoin
300,,,,,,,,,,,,,,,,,2015/05/07,null,,stealthcoin,stealthcoin
301,,,,,,,,,,,,,,,,,2015/05/08,1,,stealthcoin,stealthcoin
302,,,,,,,,,,,,,,,,,2015/05/09,null,,stealthcoin,stealthcoin
303,,,,,,,,,,,,,,,,,2015/05/10,1,,stealthcoin,stealthcoin
304,,,,,,,,,,,,,,,,,2015/05/11,2,,stealthcoin,stealthcoin
305,,,,,,,,,,,,,,,,,2015/05/12,1,,stealthcoin,stealthcoin
306,,,,,,,,,,,,,,,,,2015/05/13,1,,stealthcoin,stealthcoin
307,,,,,,,,,,,,,,,,,2015/05/14,null,,stealthcoin,stealthcoin
308,,,,,,,,,,,,,,,,,2015/05/15,null,,stealthcoin,stealthcoin
309,,,,,,,,,,,,,,,,,2015/05/16,1,,stealthcoin,stealthcoin
310,,,,,,,,,,,,,,,,,2015/05/17,null,,stealthcoin,stealthcoin
311,,,,,,,,,,,,,,,,,2015/05/18,null,,stealthcoin,stealthcoin
312,,,,,,,,,,,,,,,,,2015/05/19,2,,stealthcoin,stealthcoin
313,,,,,,,,,,,,,,,,,2015/05/20,1,,stealthcoin,stealthcoin
314,,,,,,,,,,,,,,,,,2015/05/21,null,,stealthcoin,stealthcoin
315,,,,,,,,,,,,,,,,,2015/05/22,null,,stealthcoin,stealthcoin
316,,,,,,,,,,,,,,,,,2015/05/23,null,,stealthcoin,stealthcoin
317,,,,,,,,,,,,,,,,,2015/05/24,5,,stealthcoin,stealthcoin
318,,,,,,,,,,,,,,,,,2015/05/25,null,,stealthcoin,stealthcoin
319,,,,,,,,,,,,,,,,,2015/05/26,1,,stealthcoin,stealthcoin
320,,,,,,,,,,,,,,,,,2015/05/27,null,,stealthcoin,stealthcoin
321,,,,,,,,,,,,,,,,,2015/05/28,null,,stealthcoin,stealthcoin
322,,,,,,,,,,,,,,,,,2015/05/29,215,,stealthcoin,stealthcoin
323,,,,,,,,,,,,,,,,,2015/05/30,574,,stealthcoin,stealthcoin
324,,,,,,,,,,,,,,,,,2015/05/31,433,,stealthcoin,stealthcoin
325,,,,,,,,,,,,,,,,,2015/06/01,269,,stealthcoin,stealthcoin
326,,,,,,,,,,,,,,,,,2015/06/02,187,,stealthcoin,stealthcoin
327,,,,,,,,,,,,,,,,,2015/06/03,203,,stealthcoin,stealthcoin
328,,,,,,,,,,,,,,,,,2015/06/04,154,,stealthcoin,stealthcoin
329,,,,,,,,,,,,,,,,,2015/06/05,123,,stealthcoin,stealthcoin
330,,,,,,,,,,,,,,,,,2015/06/06,200,,stealthcoin,stealthcoin
331,,,,,,,,,,,,,,,,,2015/06/07,260,,stealthcoin,stealthcoin
332,,,,,,,,,,,,,,,,,2015/06/08,356,,stealthcoin,stealthcoin
333,,,,,,,,,,,,,,,,,2015/06/09,943,,stealthcoin,stealthcoin
334,,,,,,,,,,,,,,,,,2015/06/10,213,,stealthcoin,stealthcoin
335,,,,,,,,,,,,,,,,,2015/06/11,286,,stealthcoin,stealthcoin
336,,,,,,,,,,,,,,,,,2015/06/12,173,,stealthcoin,stealthcoin
337,,,,,,,,,,,,,,,,,2015/06/13,340,,stealthcoin,stealthcoin
338,,,,,,,,,,,,,,,,,2015/06/14,140,,stealthcoin,stealthcoin
339,,,,,,,,,,,,,,,,,2015/06/15,381,,stealthcoin,stealthcoin
340,,,,,,,,,,,,,,,,,2015/06/16,122,,stealthcoin,stealthcoin
341,,,,,,,,,,,,,,,,,2015/06/17,169,,stealthcoin,stealthcoin
342,,,,,,,,,,,,,,,,,2015/06/18,128,,stealthcoin,stealthcoin
343,,,,,,,,,,,,,,,,,2015/06/19,88,,stealthcoin,stealthcoin
344,,,,,,,,,,,,,,,,,2015/06/20,67,,stealthcoin,stealthcoin
345,,,,,,,,,,,,,,,,,2015/06/21,89,,stealthcoin,stealthcoin
346,,,,,,,,,,,,,,,,,2015/06/22,149,,stealthcoin,stealthcoin
347,,,,,,,,,,,,,,,,,2015/06/23,327,,stealthcoin,stealthcoin
348,,,,,,,,,,,,,,,,,2015/06/24,316,,stealthcoin,stealthcoin
349,,,,,,,,,,,,,,,,,2015/06/25,295,,stealthcoin,stealthcoin
350,,,,,,,,,,,,,,,,,2015/06/26,453,,stealthcoin,stealthcoin
351,,,,,,,,,,,,,,,,,2015/06/27,493,,stealthcoin,stealthcoin
352,,,,,,,,,,,,,,,,,2015/06/28,527,,stealthcoin,stealthcoin
353,,,,,,,,,,,,,,,,,2015/06/29,425,,stealthcoin,stealthcoin
354,,,,,,,,,,,,,,,,,2015/06/30,349,,stealthcoin,stealthcoin
355,,,,,,,,,,,,,,,,,2015/07/01,315,,stealthcoin,stealthcoin
356,,,,,,,,,,,,,,,,,2015/07/02,346,,stealthcoin,stealthcoin
357,,,,,,,,,,,,,,,,,2015/07/03,316,,stealthcoin,stealthcoin
358,,,,,,,,,,,,,,,,,2015/07/04,341,,stealthcoin,stealthcoin
359,,,,,,,,,,,,,,,,,2015/07/05,329,,stealthcoin,stealthcoin
360,,,,,,,,,,,,,,,,,2015/07/06,286,,stealthcoin,stealthcoin
361,,,,,,,,,,,,,,,,,2015/07/07,328,,stealthcoin,stealthcoin
362,,,,,,,,,,,,,,,,,2015/07/08,400,,stealthcoin,stealthcoin
363,,,,,,,,,,,,,,,,,2015/07/09,489,,stealthcoin,stealthcoin
364,,,,,,,,,,,,,,,,,2015/07/10,263,,stealthcoin,stealthcoin
365,,,,,,,,,,,,,,,,,2015/07/11,122,,stealthcoin,stealthcoin
366,,,,,,,,,,,,,,,,,2015/07/12,140,,stealthcoin,stealthcoin
367,,,,,,,,,,,,,,,,,2015/07/13,122,,stealthcoin,stealthcoin
368,,,,,,,,,,,,,,,,,2015/07/14,98,,stealthcoin,stealthcoin
369,,,,,,,,,,,,,,,,,2015/07/15,163,,stealthcoin,stealthcoin
370,,,,,,,,,,,,,,,,,2015/07/16,131,,stealthcoin,stealthcoin
371,,,,,,,,,,,,,,,,,2015/07/17,229,,stealthcoin,stealthcoin
372,,,,,,,,,,,,,,,,,2015/07/18,193,,stealthcoin,stealthcoin
373,,,,,,,,,,,,,,,,,2015/07/19,213,,stealthcoin,stealthcoin
374,,,,,,,,,,,,,,,,,2015/07/20,207,,stealthcoin,stealthcoin
375,,,,,,,,,,,,,,,,,2015/07/21,173,,stealthcoin,stealthcoin
376,,,,,,,,,,,,,,,,,2015/07/22,190,,stealthcoin,stealthcoin
377,,,,,,,,,,,,,,,,,2015/07/23,284,,stealthcoin,stealthcoin
378,,,,,,,,,,,,,,,,,2015/07/24,162,,stealthcoin,stealthcoin
379,,,,,,,,,,,,,,,,,2015/07/25,220,,stealthcoin,stealthcoin
380,,,,,,,,,,,,,,,,,2015/07/26,178,,stealthcoin,stealthcoin
381,,,,,,,,,,,,,,,,,2015/07/27,98,,stealthcoin,stealthcoin
382,,,,,,,,,,,,,,,,,2015/07/28,5,,stealthcoin,stealthcoin
383,,,,,,,,,,,,,,,,,2015/07/29,2,,stealthcoin,stealthcoin
384,,,,,,,,,,,,,,,,,2015/07/30,1,,stealthcoin,stealthcoin
385,,,,,,,,,,,,,,,,,2015/07/31,2,,stealthcoin,stealthcoin
386,,,,,,,,,,,,,,,,,2015/08/01,367,,stealthcoin,stealthcoin
387,,,,,,,,,,,,,,,,,2015/08/02,215,,stealthcoin,stealthcoin
388,,,,,,,,,,,,,,,,,2015/08/03,213,,stealthcoin,stealthcoin
389,,,,,,,,,,,,,,,,,2015/08/04,63,,stealthcoin,stealthcoin
390,,,,,,,,,,,,,,,,,2015/08/05,null,,stealthcoin,stealthcoin
391,,,,,,,,,,,,,,,,,2015/08/06,null,,stealthcoin,stealthcoin
392,,,,,,,,,,,,,,,,,2015/08/07,null,,stealthcoin,stealthcoin
393,,,,,,,,,,,,,,,,,2015/08/08,4,,stealthcoin,stealthcoin
394,,,,,,,,,,,,,,,,,2015/08/09,1,,stealthcoin,stealthcoin
395,,,,,,,,,,,,,,,,,2015/08/10,null,,stealthcoin,stealthcoin
396,,,,,,,,,,,,,,,,,2015/08/11,null,,stealthcoin,stealthcoin
397,,,,,,,,,,,,,,,,,2015/08/12,null,,stealthcoin,stealthcoin
398,,,,,,,,,,,,,,,,,2015/08/13,null,,stealthcoin,stealthcoin
399,,,,,,,,,,,,,,,,,2015/08/14,1,,stealthcoin,stealthcoin
400,,,,,,,,,,,,,,,,,2015/08/15,2,,stealthcoin,stealthcoin
401,,,,,,,,,,,,,,,,,2015/08/16,null,,stealthcoin,stealthcoin
402,,,,,,,,,,,,,,,,,2015/08/17,null,,stealthcoin,stealthcoin
403,,,,,,,,,,,,,,,,,2015/08/18,2,,stealthcoin,stealthcoin
404,,,,,,,,,,,,,,,,,2015/08/19,null,,stealthcoin,stealthcoin
405,,,,,,,,,,,,,,,,,2015/08/20,null,,stealthcoin,stealthcoin
406,,,,,,,,,,,,,,,,,2015/08/21,1,,stealthcoin,stealthcoin
407,,,,,,,,,,,,,,,,,2015/08/22,null,,stealthcoin,stealthcoin
408,,,,,,,,,,,,,,,,,2015/08/23,1,,stealthcoin,stealthcoin
409,,,,,,,,,,,,,,,,,2015/08/24,null,,stealthcoin,stealthcoin
410,,,,,,,,,,,,,,,,,2015/08/25,null,,stealthcoin,stealthcoin
411,,,,,,,,,,,,,,,,,2015/08/26,2,,stealthcoin,stealthcoin
412,,,,,,,,,,,,,,,,,2015/08/27,null,,stealthcoin,stealthcoin
413,,,,,,,,,,,,,,,,,2015/08/28,null,,stealthcoin,stealthcoin
414,,,,,,,,,,,,,,,,,2015/08/29,2,,stealthcoin,stealthcoin
415,,,,,,,,,,,,,,,,,2015/08/30,null,,stealthcoin,stealthcoin
416,,,,,,,,,,,,,,,,,2015/08/31,null,,stealthcoin,stealthcoin
417,,,,,,,,,,,,,,,,,2015/09/01,null,,stealthcoin,stealthcoin
418,,,,,,,,,,,,,,,,,2015/09/02,1,,stealthcoin,stealthcoin
419,,,,,,,,,,,,,,,,,2015/09/03,null,,stealthcoin,stealthcoin
420,,,,,,,,,,,,,,,,,2015/09/04,4,,stealthcoin,stealthcoin
421,,,,,,,,,,,,,,,,,2015/09/05,4,,stealthcoin,stealthcoin
422,,,,,,,,,,,,,,,,,2015/09/06,1,,stealthcoin,stealthcoin
423,,,,,,,,,,,,,,,,,2015/09/07,null,,stealthcoin,stealthcoin
424,,,,,,,,,,,,,,,,,2015/09/08,null,,stealthcoin,stealthcoin
425,,,,,,,,,,,,,,,,,2015/09/09,null,,stealthcoin,stealthcoin
426,,,,,,,,,,,,,,,,,2015/09/10,null,,stealthcoin,stealthcoin
427,,,,,,,,,,,,,,,,,2015/09/11,null,,stealthcoin,stealthcoin
428,,,,,,,,,,,,,,,,,2015/09/12,null,,stealthcoin,stealthcoin
429,,,,,,,,,,,,,,,,,2015/09/13,2,,stealthcoin,stealthcoin
430,,,,,,,,,,,,,,,,,2015/09/14,null,,stealthcoin,stealthcoin
431,,,,,,,,,,,,,,,,,2015/09/15,null,,stealthcoin,stealthcoin
432,,,,,,,,,,,,,,,,,2015/09/16,null,,stealthcoin,stealthcoin
433,,,,,,,,,,,,,,,,,2015/09/17,null,,stealthcoin,stealthcoin
434,,,,,,,,,,,,,,,,,2015/09/18,1,,stealthcoin,stealthcoin
435,,,,,,,,,,,,,,,,,2015/09/19,1,,stealthcoin,stealthcoin
436,,,,,,,,,,,,,,,,,2015/09/20,null,,stealthcoin,stealthcoin
437,,,,,,,,,,,,,,,,,2015/09/21,1,,stealthcoin,stealthcoin
438,,,,,,,,,,,,,,,,,2015/09/22,1,,stealthcoin,stealthcoin
439,,,,,,,,,,,,,,,,,2015/09/23,null,,stealthcoin,stealthcoin
440,,,,,,,,,,,,,,,,,2015/09/24,null,,stealthcoin,stealthcoin
441,,,,,,,,,,,,,,,,,2015/09/25,1,,stealthcoin,stealthcoin
442,,,,,,,,,,,,,,,,,2015/09/26,2,,stealthcoin,stealthcoin
443,,,,,,,,,,,,,,,,,2015/09/27,null,,stealthcoin,stealthcoin
444,,,,,,,,,,,,,,,,,2015/09/28,null,,stealthcoin,stealthcoin
445,,,,,,,,,,,,,,,,,2015/09/29,1,,stealthcoin,stealthcoin
446,,,,,,,,,,,,,,,,,2015/09/30,3,,stealthcoin,stealthcoin
447,,,,,,,,,,,,,,,,,2015/10/01,null,,stealthcoin,stealthcoin
448,,,,,,,,,,,,,,,,,2015/10/02,null,,stealthcoin,stealthcoin
449,,,,,,,,,,,,,,,,,2015/10/03,1,,stealthcoin,stealthcoin
450,,,,,,,,,,,,,,,,,2015/10/04,null,,stealthcoin,stealthcoin
451,,,,,,,,,,,,,,,,,2015/10/05,1,,stealthcoin,stealthcoin
452,,,,,,,,,,,,,,,,,2015/10/06,2,,stealthcoin,stealthcoin
453,,,,,,,,,,,,,,,,,2015/10/07,1,,stealthcoin,stealthcoin
454,,,,,,,,,,,,,,,,,2015/10/08,null,,stealthcoin,stealthcoin
455,,,,,,,,,,,,,,,,,2015/10/09,1,,stealthcoin,stealthcoin
456,,,,,,,,,,,,,,,,,2015/10/10,2,,stealthcoin,stealthcoin
457,,,,,,,,,,,,,,,,,2015/10/11,null,,stealthcoin,stealthcoin
458,,,,,,,,,,,,,,,,,2015/10/12,null,,stealthcoin,stealthcoin
459,,,,,,,,,,,,,,,,,2015/10/13,null,,stealthcoin,stealthcoin
460,,,,,,,,,,,,,,,,,2015/10/14,null,,stealthcoin,stealthcoin
461,,,,,,,,,,,,,,,,,2015/10/15,null,,stealthcoin,stealthcoin
462,,,,,,,,,,,,,,,,,2015/10/16,null,,stealthcoin,stealthcoin
463,,,,,,,,,,,,,,,,,2015/10/17,2,,stealthcoin,stealthcoin
464,,,,,,,,,,,,,,,,,2015/10/18,null,,stealthcoin,stealthcoin
465,,,,,,,,,,,,,,,,,2015/10/19,1,,stealthcoin,stealthcoin
466,,,,,,,,,,,,,,,,,2015/10/20,1,,stealthcoin,stealthcoin
467,,,,,,,,,,,,,,,,,2015/10/21,null,,stealthcoin,stealthcoin
468,,,,,,,,,,,,,,,,,2015/10/22,null,,stealthcoin,stealthcoin
469,,,,,,,,,,,,,,,,,2015/10/23,null,,stealthcoin,stealthcoin
470,,,,,,,,,,,,,,,,,2015/10/24,null,,stealthcoin,stealthcoin
471,,,,,,,,,,,,,,,,,2015/10/25,null,,stealthcoin,stealthcoin
472,,,,,,,,,,,,,,,,,2015/10/26,null,,stealthcoin,stealthcoin
473,,,,,,,,,,,,,,,,,2015/10/27,null,,stealthcoin,stealthcoin
474,,,,,,,,,,,,,,,,,2015/10/28,2,,stealthcoin,stealthcoin
475,,,,,,,,,,,,,,,,,2015/10/29,null,,stealthcoin,stealthcoin
476,,,,,,,,,,,,,,,,,2015/10/30,2,,stealthcoin,stealthcoin
477,,,,,,,,,,,,,,,,,2015/10/31,null,,stealthcoin,stealthcoin
478,,,,,,,,,,,,,,,,,2015/11/01,null,,stealthcoin,stealthcoin
479,,,,,,,,,,,,,,,,,2015/11/02,2,,stealthcoin,stealthcoin
480,,,,,,,,,,,,,,,,,2015/11/03,null,,stealthcoin,stealthcoin
481,,,,,,,,,,,,,,,,,2015/11/04,null,,stealthcoin,stealthcoin
482,,,,,,,,,,,,,,,,,2015/11/05,2,,stealthcoin,stealthcoin
483,,,,,,,,,,,,,,,,,2015/11/06,2,,stealthcoin,stealthcoin
484,,,,,,,,,,,,,,,,,2015/11/07,null,,stealthcoin,stealthcoin
485,,,,,,,,,,,,,,,,,2015/11/08,null,,stealthcoin,stealthcoin
486,,,,,,,,,,,,,,,,,2015/11/09,null,,stealthcoin,stealthcoin
487,,,,,,,,,,,,,,,,,2015/11/10,2,,stealthcoin,stealthcoin
488,,,,,,,,,,,,,,,,,2015/11/11,1,,stealthcoin,stealthcoin
489,,,,,,,,,,,,,,,,,2015/11/12,null,,stealthcoin,stealthcoin
490,,,,,,,,,,,,,,,,,2015/11/13,null,,stealthcoin,stealthcoin
491,,,,,,,,,,,,,,,,,2015/11/14,2,,stealthcoin,stealthcoin
492,,,,,,,,,,,,,,,,,2015/11/15,1,,stealthcoin,stealthcoin
493,,,,,,,,,,,,,,,,,2015/11/16,null,,stealthcoin,stealthcoin
494,,,,,,,,,,,,,,,,,2015/11/17,1,,stealthcoin,stealthcoin
495,,,,,,,,,,,,,,,,,2015/11/18,null,,stealthcoin,stealthcoin
496,,,,,,,,,,,,,,,,,2015/11/19,1,,stealthcoin,stealthcoin
497,,,,,,,,,,,,,,,,,2015/11/20,7,,stealthcoin,stealthcoin
498,,,,,,,,,,,,,,,,,2015/11/21,null,,stealthcoin,stealthcoin
499,,,,,,,,,,,,,,,,,2015/11/22,1,,stealthcoin,stealthcoin
500,,,,,,,,,,,,,,,,,2015/11/23,null,,stealthcoin,stealthcoin
501,,,,,,,,,,,,,,,,,2015/11/24,4,,stealthcoin,stealthcoin
502,,,,,,,,,,,,,,,,,2015/11/25,2,,stealthcoin,stealthcoin
503,,,,,,,,,,,,,,,,,2015/11/26,null,,stealthcoin,stealthcoin
504,,,,,,,,,,,,,,,,,2015/11/27,1,,stealthcoin,stealthcoin
505,,,,,,,,,,,,,,,,,2015/11/28,6,,stealthcoin,stealthcoin
506,,,,,,,,,,,,,,,,,2015/11/29,3,,stealthcoin,stealthcoin
507,,,,,,,,,,,,,,,,,2015/11/30,5,,stealthcoin,stealthcoin
508,,,,,,,,,,,,,,,,,2015/12/01,2,,stealthcoin,stealthcoin
509,,,,,,,,,,,,,,,,,2015/12/02,null,,stealthcoin,stealthcoin
510,,,,,,,,,,,,,,,,,2015/12/03,4,,stealthcoin,stealthcoin
511,,,,,,,,,,,,,,,,,2015/12/04,2,,stealthcoin,stealthcoin
512,,,,,,,,,,,,,,,,,2015/12/05,2,,stealthcoin,stealthcoin
513,,,,,,,,,,,,,,,,,2015/12/06,null,,stealthcoin,stealthcoin
514,,,,,,,,,,,,,,,,,2015/12/07,4,,stealthcoin,stealthcoin
515,,,,,,,,,,,,,,,,,2015/12/08,3,,stealthcoin,stealthcoin
516,,,,,,,,,,,,,,,,,2015/12/09,null,,stealthcoin,stealthcoin
517,,,,,,,,,,,,,,,,,2015/12/10,null,,stealthcoin,stealthcoin
518,,,,,,,,,,,,,,,,,2015/12/11,null,,stealthcoin,stealthcoin
